review_id,restaurant_name,review_date,username,review_title,review_rating,review_text
570985816,Akira Sushi,2018-04-04,ccanerop,Malísimo,1,"Fuimos con un cupón de Groupon y nos dieron largas y nos dijeron que ""no estaba la cocinera"".Por otra parte, es un sitio pequeño y bastante sucio, el camarero es extranjero y no habla muy bien español..."
500029419,Akira Sushi,2017-07-09,manrix2016,Rico y trato amable,5,La verdad el sushi muy rico y la botella de vino blanco rica y fría. El trato de la chica muy bueno. Nada que objetar.
467659631,Akira Sushi,2017-03-15,Lucia C,De risa,1,"Fuimos con un descuento de groupon y decepcionante todo. Para empezar el cupón incluía 2 entrantes a elegir (los cuales no elegimos) nos trajeron unos espaguetis al estilo chino recalentados y unos trozacos de verdura en tempura. Seguimos con el sushi (si se puede llamar así), arroz pasado y de 30 piezas, 4 solo con pescado, los demás rellenos de pepino y palitos de cangrejo. Tuvimos problemas hasta con la botella de vino, queriamos blanco pero estaba caliente."
465893822,Akira Sushi,2017-03-09,212javin,De sushi nada,2,"Fuimos con un cupon de groupon, el ""sushi"" de sushi tenia poco. De 30 piezas solo 4 tenian pescado, el arroz estaba pasadisimo. Lo unico bueno, la camarera que nos atendio bien. El resto pesimo, no lo recomiendo. "
441811857,Akira Sushi,2016-12-03,Alberto_Domi,No es nada del otro mundo,2,"Fuimos con una caja de regalo que vale 49 euros y la verdad es que por ese precio no merece la pena. La camarera es muy simpatica pero la comida no es muy buena.El suchi esta malo, el arroz blando y pastoso. Están hechos con palitos de cangrejo, no vimos ni atún rojo ni salmón. El resto de la comida es correcta."
395379604,Akira Sushi,2016-07-22,Mguidonet,Decepcion,2,"No lo recomendaría nunca... de verdad, ni la comida, ni el servicio , ni el sitio. Además fuimos con un smartbox... que no había quien entendiera lo que incluía el menú"
393480397,Akira Sushi,2016-07-17,Álvaro C,De los peores asiáticos,2,"He ido un par de veces aquí con cupón de una web de descuentos. La primera vez bien. En la segunda, de la bandeja de sushi, dos piezas estaban podridas y ni se ofrecieron a ponernos otras. Tampoco nos descontaron nada de lo que pedimos extra.Fuimos bastante educados y ni nos pidieron disculpas. No pienso volver."
386340220,Akira Sushi,2016-06-27,Gallega23,Muy bueno,5,"Fuimos con un cupón descuento groupon. Nos trataron muy bien, quedamos encantados. La cena estaba riquísima y su ubicación al lado de la Giralda."
362337156,Akira Sushi,2016-04-07,Maria C,Malisimo,1,"Primero, el servicio era muy pobre y la comida, mejor ni hablar. Pedimos unos noodles que eran mejor dicho spaguettis con aguachirri, a parte pedimos unas cuantas cosas más que dejaron mucho que desear. También el precio tampoco es tan barato para lo que es. No repetiré"
361686573,Akira Sushi,2016-04-05,inmanu82,No sé cómo se puede llamar oriental,1,"La sopa de miso prácticamente incomible, el sushi dejaba mucho que desear ya que los rollitos venían con excesivo arroz y escaso interior de pescado, además la comida se hace pesada ya que te ponen el mismo rollito de sushi , con lo cual prácticamente te comes 20 piezas con el mismo sabor. Ha sido totalmente decepcionante. No lo recomiendo en absoluto."
360727097,Akira Sushi,2016-04-01,manusanz,Lo peor,1,"Ridiculo, espantoso, espértentico, un engaño al consumidor.Fuimos con una oferta de subastas de ocio, 18€ y tengo la sensación de haber salido apuñalado.Tabla de sushi por decir algo, ridiculo, 10 trozos con palitos de cangrejo, 10 trozos con un trocito de salmón ahumado, 3 trozos con un Cacho de pepino y otros 3 con un trozo de fruta por definir... EspantosoLa sopa de miso olia fatal y sabia peor.La tempura basta y asqueroso.Vinieron unos familiares y le dijeron que tenían que consumir mínimo 10€ por persona... Ellos sólo pidieron dos tapas por acompañarnos y les dijo anularan la comida que no querían nada, a los 10 segundos volvió y dijo que no había problemas.Sin duda el peor sitio que he comido en años."
352794667,Akira Sushi,2016-03-04,Miguel Á,"No está mal, pero sin más",3,"Restaurante normalito, la comida no está mal, pero no recomendable si lo que buscas es un restaurante japonés. Fuimos con un cupón y en relación al precio pagado está bien, pero no tiene la calidad de un restaurante japonés normal. Se trata de una taberna mediterránea con intención de innovar. No es un sitio destacable."
347730574,Akira Sushi,2016-02-14,Anita_DUE,Aun me pregunto por que volvi,1,"El año pasado recibi como regalo de Navidad un cupon de groupon, llame varias veces para reservar y se negaron en rotundo...OBLIGATORIAMENTE TENIA QUE HACERLO VIA ONLINE...yo trabajo fuera y donde estoy no tengo una conexion decente a internet. Despues de intentarlo 1000 veces (es la 1 vez que me pasa), finalmente una amiga tuvo que reservar por mí. En aquella ocasion el sushi estuvo mas o menos bien y mi pareja y yo salimos saciados.Pues bien, ahora la oferta era de groupalia y mi chico me comenta que deberiamos volver y darle un voto de confianza, al fin y al cabo la comida estuvo bien.Esta vez no tenia posibilidad de que NADIE me reservara y con mis escasos megas en el movil, la cuenta de groupalia se me queda colgada, por lo que decido llamar...HE LLAMADO VARIAS VECES AL DIA DURANTE CASI 10 DIAS SEGUIDOS...he dejado mensajes en el contestador, donde amablemente una grabacion te pedia tu nombre y tu telefono...ni fueron capaces de contestarme.Finalmente, observo que a traves de esta aplicacion puedo reservar via eltenedor...así que lo hago y especifico que se trata de un cupon descuento, recibo el sms en el movil con la reserva confirmada.El 13 de febrero llego y comento que tengo una reserva...COMIENZAN LOS PROBLEMASPRIMERO ME DICEN QUE OBLIGATORIAMENTE TENGO QUE HACERLA POR GROUPALIA...OTRA VEZ LO MISMO...vamos a ver...QUE NO PUEDE SER UNA VIA EXCLUSIVA LA RESERVA VIA ONLINE. SEGUNDO: LES EXPLICO LAS DE VECES QUE HE LLAMADO, DESCONFIAN DE MI HASTA EL PUNTO DE ENSEÑARLES MI REGISTRO DE LLAMADAS DE EL MOVILTERCERO: CUANDO VEN EL SMS DE CONFIRMACION DE EL TENEDOR, NO SABIAN QUE ESA HERRAMIENTA EXISTIA...Y ME DICEN QUE EL TENEDOR SERA OTRO RESTAURANTE (no saben ni lo que ofrecen)Despues de 15 min en los que obviamente llegue a pedir la hoja de reclamaciones, llaman al dueño y nos sientan en una mesa.El trato el resto de la noche malisimo.El salon sucio...La cena...aun peor...Los fideos...recalentados y racion para una sola personaLa tempura: 2 trozos de calabacin, 2 de pimientos y 2 masacotes de berenjenas cuyas rodajas no se habian separado correctamente y estaban en bloqueLas piezas de sushi: minusculas, se deshacian al cogerlasNo ofrecieron ni postre ni nada masNo puedo creer que esto me haya costado 25 euros...YA NO HAY MAS VOTO DE CONFIANZA"
344309950,Akira Sushi,2016-02-01,jotaemegedos,Comida exótica con ganas de agradar,3,"Quizás la música ambiente no era la más acorde, y las mesas eran bastante frías.Aunque nos faltó el atún rojo, pudimos saborear otros productos!!"
340850026,Akira Sushi,2016-01-18,PelaskiP,No está mal pero no es perfecto,4,"Estuvimos con un cupon de los de Groupon.Las camareras era muy simpaticas, siempre con una sonrisa en la cara.Pagamos 30€ y tuvimos botella de vino, una tempura (6 laminas de verdura en tempura), 4 giozas y 36 piezas de sushi variado. La verdad es que el sushi estaba bueno, los he probado mejores pero tambien mucho mas caros."
338833715,Akira Sushi,2016-01-10,821miguelv,Para olvidar,1,"Es pèsimo,sucio,caro,lento;puede tener todos los adjetivos negativos que se les puede dar a un restaurante."
337462958,Akira Sushi,2016-01-05,Raúl M,Chasco grande,1,Fui con una oferta de Grupon valorado en 60€ según ellos y lo que pusieron por delante bien parecía sushi congelado. La decoración un 0. Se trata del salón de una taberna mal reconvertido en restaurante japonés. Incluso en la mesa puedes encontrar el servilletero y combo de los desayunos. Nos cambiaron algún plato del menú que ya habíamos pagado sin ni siquiera preguntar. No vuelvo. Hay mil sitios mucho mejores y más baratos en Sevilla. Supongo que por la zona está más encaminada a los turistas porque si vas no repites.
335011625,Akira Sushi,2015-12-26,Luis L,Bien sin grandes alardes,3,"Sin duda,lo mejor la atención de las camareras...la decoración japonesa brilla por su ausencia...fuimos con un Groupon y bueno por el precio q se paga tampoco está mal...los entrantes bien y el sushi repetitivo pero no estaba malo...lo único es q comer sushi en un local con olor a solomillo al whisky tp es muy normal...sin duda el sitio inmejorable por su ubicación pero es una pena que no se dediquen a japonés en exclusividad por qué pierde mucho encanto."
334828474,Akira Sushi,2015-12-24,Damaris C,Chasco total con Groupon,1,"Menos mal que fui con una oferta de groupon.... El local pésimo, 0 decoracion japonesa, es una taberna mediterranea total que intenta mezclar cocina mediterranea&japonesa. Los entrantes no estaban mal (tempura y fideos) el sushi calidad media-baja, el arroz muy pasado. Lo unico que me gustó fue la atención de la camarera, que fue bastante simpatica. Por el resto.... no vuelvo."
334541623,Akira Sushi,2015-12-23,Nuria G,Desastroso,1,"En la oferta de groupon parecía que estaba muy bien, pero la realidad es bien distinta. Para empezar la decoración del bar no era muy buena.Los entrantes tampoco eran nada del otro mundo.Después llegó el sushi. El pescado no era fresco y las piezas estaban tan mal hechas que se deshacían.Además me pasó algo que nunca me había pasado en otro sitio. No hago crítica de la cocina fusión y yo de sushi entiendo poco, pero algunas piezas venían con queso rallado curado por encima. Yo le tengo alergia a los lácteos, así que le pedí que me lo cambiara. Al rato nos vino con el mismo plato y nos dijo el camarero que nos comiéramos el resto y dejáramos las que tenían queso. Lo mas lógico seria que nos hubieran cambiado de plato, pero se ve que reutilizarían lo que no nos comimos para el próximo cliente. Sin palabras"
333997560,Akira Sushi,2015-12-20,Cristina F,Mucho mejor de lo que esperaba,5,"Despues de que nos regalaran un cupon de este restaurante en el que se incluian 30 piezas de sushi (para dos), dos entrante y dos bebidas, busqué el restaurante por esta web y la verdad, me desilucioné bastante, por que no es que abunden las buenas criticas.Pero la verdad es que al llegar alli, tampoco me pareció un sitio lugubre y la decoracion pues tampoco era desastrosa. Los entrantes tardaron poco en llegar, y estaban bastante ricos.Y el sushi me encantó. Quizas es que no estoy acostumbrada a comer sushi de suprema calidad, el que como lo hacemos en casa, y tambien me encanta. Asi que si no sois exquisitos, pero aun asi os gusta comer rico, y hartaros, al menos el cupón de groupon está bastante bien."
331308165,Akira Sushi,2015-12-07,Emiliano C,DECEPCIONANTE,1,"La primera decepción fue al llegar al local, ya que en lugar de un restaurante con ambiente japonés nos encontramos con una taberna española, la segunda fue que no se parecía nada el sushi servido con lo publicitado en la oferta de Groupon, y por último la calidad del sushi, ya que parecia congelado."
329792869,Akira Sushi,2015-11-29,JuanmiN N,Sin nada de ...,1,"... originalidad en la carta del menú, y con un servicio desastroso.Mi pareja y yo estábamos de viaje en Sevilla y nos paramos a comer a este restaurante. Cuando entramos por la puerta para sentarnos nos dio malas sensaciones, que poco después se confirmarían. Para empezar , la decoración era mediocre de un color negro que hacían el ambiente poco acogedor. El servicio fue amable durante toda la comida, pero poco atenta, ya que tuvimos que esperar más de 20 minutos entre plato y plato, y para que nos trajeran la cuenta aún más. La propuesta de menú era poco original,y además, el precio, no era barato. En fin, que nos fuimos poco contentos. No recomendaría a nadie este lugar."
304790079,Akira Sushi,2015-08-29,caro_rr_1981,Comimos mucho y bien,5,"Anoche, aprovechando una oferta que teníamos de groupon, fuimos a este restaurante a comer y nos pusimos ""púos"". El menú de la oferta incluye un entrante, 30 piezas de sushi, verduras en tempura y 2 bebidas cada uno. La verdad que comimos muy bien, todo muy bueno y abundante y el servicio rápido y muy amable y todo a buen precio, Así que... Estupendo!"
294963261,Akira Sushi,2015-08-02,María E,Pésimo es decir algo bueno,1,"Acudí con un groupon que compré para mi pareja y para mi, de precio medio, por cierto, no se puede decir que era lo que se dice barato.Cuando llegamos, la decoración no nos gustó mucho. El sitio es lúgubre, no muy bien ambientado, y además el bar es mitad japonés mitad español. Los baños daban auténtico asco de lo sucio que estaban, peor incluso que la comida.A pesar de comprar el groupon y obligatoriamente tener hecha una reserva, por lo que sabían de más que a esa hora íbamos y qué íbamos a comer, tuvimos que esperar media hora para el primer plato, que fue una ""sopa"", por llamarle algo. Nos dejó muy descolocados que estuviera servida en la típica sartén en la que se hacen las gambas al ajillo y que estuviera fría y fueran dos cucharadas escasas de caldo. Unos veinte minutos después nos trajeron el tempura, igual de malo, dos trozos de calabacín y dos trozos de pimientos burdamente cortados, de tamaño enorme, imposible de comer de un bocado, como se sirven las cosas en la cocina japonesa. Tras otros 20 minutos de espera, llegó el sushi. No hemos visto un sushi más horrible en toda nuestra vida. Eran 40 piezas, pero de tamaño microscópico. Los maki estaban enrollados de una manera horrible y los nigiri se deshacían, sin contar que el salmón era ahumado, no tenía nada de fresco, y la pizarra donde estaban servidos estaba completamente pringada. Para el dinero que habíamos pagado comimos sushi mal hecho, minúsculo y con casi nada de pescado, que además no era ni fresco. La verdad, nos quedamos con bastante hambre.Por lo menos las camareras eran simpáticas y agradables, pero no volvería a repetir en un sitio así ni loca, y os recomiendo encarecidamente que no perdáis el tiempo en este restaurante."
292626864,Akira Sushi,2015-07-26,Ele_Sevilla,Me esperaba más,2,"Si vas a este sitio por el sushi, te recomieneo que mires otros. Nosotros fuimos con un groupon y el sushi era de un nivel bastante bajo. Es cierto que la tempura estaba rica, pero no creo que repitamos"
289187692,Akira Sushi,2015-07-15,Mandamelvideo,Sushi regulero,2,Fuimos al adquirir una oferta en Groupon y en general la comida estaba insulsa y no tenía aliciente.
280578402,Akira Sushi,2015-06-16,Virginia M,NOS QUEDAMOS CON HAMBRE,2,"Cogimos una oferta de Internet con 30 piezas de sushi y 2 entrantes para dos, además de tardar una barbaridad en servirnos la comida, las piezas eran muy pequeñas! no lo recomiendo,hay 20 sitios mejores de sushi en Sevilla"
278047510,Akira Sushi,2015-06-05,Nicote13,SUSHIII,3,Que rico q es el sushi y el de akira vale la pena. El lugar para ir a comer es lindo y la comida fusion interesante.
276181567,Akira Sushi,2015-05-31,320dariak,"Bastante bueno, sin revelaciones",3,"Fuimos con un groupon para 4 personas. En cambio de sopa miso, que por lo visto no triunfaba, nos dieron una especie de ravioli/saquitos chinos que estaban buenas. 60 piezas de sushi (parece muchisima comida, pero en realidad no lo es) estaban bastante bien, el arroz en su punto, bastante variedad PERO... el nigiri con atún deja mucho que desear. El atun parecia de hace una semana de curación, estaba tan seco que nos hemos reido que es una mojama. La tempura esta bastante buena, pero para que parezca mas la sirven en una buena cantidad de lechuga, que esta sin aliño ninguno. Deberia ir servido sin dicha lechuga, o con un buen aliño. La camarera muy amable.Pena que no dejan sentarse fuera."
274034414,Akira Sushi,2015-05-23,Manuel O,MUY SIMPLE,3,"Es un restaurante muy simple, el trato agradable pero poco atentos. No lo recomendaria a mis amigos la verdad"
268189898,Akira Sushi,2015-04-26,Ana M,Relación calidad /precios aceptable,3,"He de decir que cogí una oferta por Internet y así nos salió más barato pero mirando los precios al margen están muy bien. La tempura de verduras me gustó bastante, tanto que me pareció poco jajaja, sushi bueno y variado, ni mucho arroz ni poco, cierto es que la sopa miso no me gustó nada. El local estaba abarrotado y se veía agobiadas a las camareras pero muy amables. "
265096242,Akira Sushi,2015-04-11,Conelpiquitoabierto,Cambio radical,2,"La primera vez que fuimos, salimos bastante contentos, con idea de repetir.Cuando volvimos el pasado mes de febrero, nos sorprendió el cambio que había dado la calidad del sushi. Los camareros son encantadores (aunque inexpertos)."
261756963,Akira Sushi,2015-03-25,bassmell,N• 1 en el peor sushi,1,"El peor sushi de mi vida lo he comido en akira , de entrante una sopa de miso , el todo estaba agrio , ácido , llevaba muchos dias en la nevera seguro , el arroz pasado , y duro a la vez , muchísimo vinagre , Alomejor para tapar el mal sabor del pescado que llevaba unos cuantos días en la nevera , el atún se veía seco , opaco y el sabor horrible a nevera , el salmón lo mismo , lo peor de todo el maki de manzana ... Enserio ??? Luego la tempura , de risa , tenía que haber hecho fotos , me venían media berenjena y medio calabazin , pero medio de verdad estaba cortado pero no lo separo antes de freír entoces me dio una pelota de tenpura , el servicio ..... Nos sirvieron la comida , ya esta , no nos preguntaron si estaba bueno , si queríamos postre si nada , nada , lo único al final nos pidió si podíamos rellenar un cuestionario.  Gente de akira , probar vuestra Comida mirar vuestras neveras y cambiar al cocinero , que no se entera de sushi para nada"
259547861,Akira Sushi,2015-03-15,Masensio80,No creo que vuelva a comer allí,2,"He ido al Akira en un par de ocasiones,ambas con Groupon. La primera fue en el otro local que tenían cerca de la Alameda. El trato fue muy bueno,el sushi estaba bueno y era original y al camarero se le notaba que entedía de este tipo de comida. La siguiente vez ya estaban en su actual ubicación y no nos gustó nada: estábamos arrinconados en una parte del bar donde iban metiendo y atendiendo a los clientes que iban a comer de tapas,era una situación un poco rara. El sushi era escaso e insípido y el resto de los platos bastante deficientes en todos los sentidos. Fue una decepción total y más teniendo la referencia anterior..."
256384312,Akira Sushi,2015-02-25,raquelescoto,"PASABLE, NADA DEL OTRO MUNDO",3,"Nos fuimos a cenar un par de matrimonios, en una noche sin peques.A mi me encanta el sushi, y como ademas es un sitio diferente con platos españoles tipo fusión, decidimos probar.Lo primero es que para que nos reservaran mesas utilizando una oferta que tenia, me pusieron mil pegas : eso tiene que ser por internet, con 48 horas de antelación o más, que si eo tiene un cupo maximo de comensales, que si no está el encargado,.... pero eso si, para reservar la mesa de forma habitual, no hubo ninguno. En fin, empezamos bien.....De primeo pedimos sushi, que no nos gustó a ninguno, no podias mojarlo en soja porque nada mas cojerlo con los palillos ya estaba deshecho por falta de consistencia; de segundo, un tataki de atun (muy bueno), y unos fideos con verdura , correctos.Los postres muy buenos todos.En definitiva, como japonés nada del otro mundo, el resto de los platos simplemente correctos.Para comer sushi iros a otro sitio."
256136952,Akira Sushi,2015-02-24,Antonio G,Ofertas engañosas,2,"El restaurante se anuncia en diferentes páginas con cheques descuento que luego tienen letra pequeña. La primera vez que fui con una oferta de chequechollo para 2 personas nos dijeron que no valía con captura de pantalla, que habia que llevar el cupón impreso, lo cual no venia indicado en la web. La segunda, que la oferta habia caducado, pero en la web se seguia anunciando, y que sí habia vigente una ""oferta"" 5 euros más cara. Al final decidimos quedarnos. La calidad es aceptable si bien el servicio de los camareros y el tiempo que tardan en servir dejó mucho que desear. Para no repetir"
255962402,Akira Sushi,2015-02-23,lasans,No volveré NUNCA,1,"Somos amantes de la comida japonesa, en especial del sushi, habíamos pasado por delante y...¿Porqué no darle una oportunidad?Nada más entrar, te sorprende que está dividido, mitad japonés, mitad español. El sitio, nada acogedor.Pedimos sopa miso, bandeja de sushi y gyosas, La sopa Miso, alucinamos cuando nos la sirvieron en una sartén clásica negra de pintitas blancas de toda la vida, fría, muy poca cantidad y malísima, no pudimos acabarla.Las empanadillas, no sabían a nada y también frías,pero bueno.El sushi, MALÍSIMO, el arroz duro, sin saber a nada, y la presentación...En definitiva, os recomiendo que no vayáis nunca."
254441084,Akira Sushi,2015-02-16,CarlosVillalonga,"no vayais, porfavor!!",1,"Me gustan mucho los japoneses y decidi provar uno nuevo, compre un cupon y fui co mi mujer y mis dos hijos (somos unos locos del sushi) , y vaya decepcion. Nada mas llegar el local se ve poco acogedor, de primer nos sirvieron una sopa miso que aparte de fria estaba malisima, despues tempura que fue lo unico que medianamente se pudo comer y para terminar. El arroz estaba mas duro que una piedra.en fin....un desastresolamente quiero destacar la atencion de los camareros, que en todo momento fue excelente"
251452485,Akira Sushi,2015-01-28,wiki1984,Buena calidad a precio económico,4,"He de confesar que fui un poco ""asustado"" después de haber leído algunos comentarios del establecimiento pero nada más lejos de la realidad, el local está bastante bien.Si es verdad que el edificio está en obras y el aspecto del restaurante por fuera no es muy agradable, pero creo que tampoco se les puede culpar por una obra.Al grano, fui con unos compañeros con un groupon que incluía 60 piezas de sushi, 4 sopas miso y verduras en tempura, con 2 refrescos por persona.Antes de ir tuvimos un percance y uno de los compañeros tuvo que marcharse, a lo que no nos pusieron ningún problema y apartaron lo que le correspondía para poder llevárselo, con lo cual un 10 por el servicio.La sopa no era gran cosa y las verduras en tempura estaban cortadas demasiado gordas para mi gusto. Eso si, el sushi estaba riquísimo, especialemente uno hecho con cebolla crujiente.Repecto a la limpieza del local ninguna pega al contrario que lo que veo en otros comentarios. Lo que si puede que choque un poco es la distribución del local, que está dividido en 2: uno para la cocina española y otro para la japonesa.Resumiendo: muy buen servicio, comida rica y buen precio."
250304959,Akira Sushi,2015-01-21,Enrique M,Para no ir mas,1,"Fui porque la publicidad que le dan en internet es grande. Nada mas llegar el sitio no me gusto. Esta dividido el local entre un restaurante japones y un restaurante español. La tabla de sushi estaba con un arroz que parecia hormigon. La suciedad abunda sobre todo en las estufas que no se limpian desde que se compraron. Quise venirme nada mas llegar pero intente darle un voto de confianza. Los camareros unos encantos pero al restaurante le veo poco tiempo de vida. Y ademas de mala la comida, estaba seca y pasada y nada de barato. Vamos para ponerlo en la lista negra."
249899146,Akira Sushi,2015-01-18,Saturana,Servicio inmejorable,5,"Hoy he estado con mi mujer comiendo en este restaurante, es nuestro 25º aniversario de boda y esta era una de las sorpresas que le había reservado, quería que todo saliera bien y ha salido mejor. Nos ha encantado la comida, original en presentación y sabor, sobresaliente, sin duda para repetir. Y en cuanto al servicio, qué decir, han alcanzado la excelencia: rápidos, atentos, siempre con una sonrisa y repleto de detalles que dicen mucho del personal, profesionales que saben que ellos son lo más importante si desean ser competitivos. Puede que en otros japoneses la comida sea similar, o tal vez mejor (aunque me cuesta creerlo), pero con un servicio como este tienen asegurado el que los clientes salgan satisfechos y con ganas de repetir. ¡Gracias! ¡Nos veremos muchas veces!"
248150348,Akira Sushi,2015-01-07,Marta S,Genial aunque llegamos tarde,4,"Creo que el único inconveniente que tuvimos fue el llegar tarde y que no hubiese nadie mas en la parte japonesa; es decir, este restaurante comparte dueño con el de al lado que es un bar de tapas, y cuando llegamos, ya casi las doce de la noche nos sirvieron perfectamente, con mucha amabilidad y rapidez, pero tuvo que ser en el bar en vez de en el restaurante ambientado, puesto que tan solo había un camarero, pero vamos, fue genial igualmente y los palillos son muy creativo jajajaja, además de ser una comida deliciosa y muy ingeniosa puesto que mezclaba a la perfección lo asiático y el punto ""español"" o occidental. Sinceramente genial."
240450376,Akira Sushi,2014-11-18,M5344LScarlosr,La cara y la cruz,2,"Fuimos de cupón dos parejas y quedamos muy decepcionados. Esperamos mucho, el sushi muy pequeño, nos pusieron un sólo plato de tempura y los cubiertos y servilletas tuvimos q reclamarlos en más de una ocasión. A la primera camarera parece que no le importaba nada. En mitad del servicio llegó un joven muy atento y servicial que mejoró la imagen pero no para llegar al aprobado. Asumió muy bien las críticas, eso sí. NO VOLVEREMOS."
239756763,Akira Sushi,2014-11-14,LaloDH,Buen servicio y comida,4,"Cogimos un groupon para dos personas sin leer las reseñas de trip advisor y la verdad es que las leímos antes de entrar, nos sorprendió todo, el sitio normalito, su decoración japonesa y limpio (he visto sitios peores), el servicio inmejorable y atento, si que es verdad que había poca gente, pero estuvieron muy atentos, la comida para ser un groupon estaba muy rica y abundante para dos personas, las bebidas optamos por cerveza y era Alhambra, otro punto a su favor. Al final vas con unas ideas de comentarios que lees y cualquier detalle te sorprende con agrado. En resumen, buena experiencia si vas a comer/cenar de groupon, no es el Ritz por supuesto.Saludos"
237684680,Akira Sushi,2014-11-03,Tito_Rober,LO PEOR EN MUCHO TIEMPO,1,"Lo resumo brevemente:Mi pareja se quería levantar de l mesa y marcharse sin pagar de lo vergonzoso que nos pareció.Mesa sucia, caro, poca comida y mal servicio.Por favor No engañen."
231313239,Akira Sushi,2014-09-28,sabenva,Nada en especial,2,"Fuimos con un cupón para 4 personas y la verdad es que no fue lo que nos esperábamos. Hay que reconocer que a nosotros el servicio fue rápido. La mayoría se piezas de sushi eran california muy pocos de pescado o marisco. El tamaño de las piezas es bastante pequeña. Cuando uno va de cupón, desgraciadamente son cosas que pasan."
225044406,Akira Sushi,2014-08-28,Calonso87,Comida nada especial y el servicio es muy lento,1,"He ido con mi pareja hoy mismo al restaurante y lo hemos encontrado descuidado, había una tela de araña cerca de nuestra mesa. La comida es regular y el servicio es muy lento. Para el primer plato hemos esperado veinte minutos, y era un ensalada... En total, nos hemos pegado alli más de una hora para tomar un menu, que en teoría deberían tenerlo todo casi hecho. Lo único bueno es el precio, que no es excesivo (10€ menu). No volveremos."
213413686,Akira Sushi,2014-07-03,Angel_M_Rguez,Ha perdido con el Cambio,3,"Ya visité este restaurante cuando estaba cerca de la Alameda, y me causó muy buena impresión (pueden consultar la crítica), sin embargo, en esta ocasión, no puedo decir lo mismo.Bien es cierto que acudí con un cupón descuento pero la comida nos pareció escasa, y eso que el cupón era para 4 personas y fuimos dos adultos y dos niños menores de 10 años, y tampoco de excesiva calidad (de 100 sushis/shashimis solo un 40% llevaba pescado). También suscribo el pan de gambas grasientoEl servicio muy atento y servicial pero muy...muy lento, desde que terminábamos un plato hasta servir el siguiente.... 10-15 minutos, y eso que solo había 4 mesas ocupadas. Además, las mesas para 4 se hacen muy pequeñas.Por otro lado, tiene obras en el pavimento exterior, cosa que no ayuda, y como ya ha comentado algún compañero, está conectado con otro local de comida española (de hecho es un salón del mismo, pues comparte barra y lavabos que, además, están en la planta de arriba tras unas largas escaleras).En resumen, quien quiera probar con un cupón (a mí me salió por 36 € con 4 entrantes, 100 sushis/shashimis y 2 botellas de lambrusco) puede probar, aunque no es dificil encontrar mejores opciones. Ahora bien, quien tenga que abonar el total de la cena (valorada en 100 € según el cupón), poco aprecio tiene que tenerle al dinero para que le salga rentable.Su ubicación es óptima, a pie del arco del postigo y a 100 m de la catedral"
210325012,Akira Sushi,2014-06-14,franesalm,No lo recomiendo ,1,"Fuimos a comer con un cupón. Salimos bastante decepcionados. El servicio muy lento, la comida regular, el aspecto general es regular y la limpieza deja bastante que desear. Nosotros no volveremos "
207369007,Akira Sushi,2014-05-27,irina27Madrid,Experiencia desagradable,1,"Fui con mi pareja con un cupón de sushi. El aspecto del bar es descuidado y está unido a otro bar de comida española. El sushi de baja calidad e insípido, el pan de gambas grasiento y el edamame sin aderezo. Entre plato y plato mucha espera. Si esta es la forma de atraer clientela, no lo están consiguiendo. No lo recomendamos."
205776362,Akira Sushi,2014-05-16,BPS_Utrera,Lugar perfecto,3,"Fui con mi pareja, ami no m gusta el sushi pero tienen una carta de otras delicatesem japonesas muy rikass!!!Otro punto a tener en cuentas es que es la parte de otro bar que tienen al lado q no recuerdo ccomo se llama, en definitiva que si quieres ir con tus hijos y tu comer sushi y demas, tus hijos podran comer pechuguitas empanadas o cualquier plato tradicional de nuestro pais"
194729833,Akira Sushi,2014-02-20,mardela13,No para el sushi...,1,"Fui con mi pareja por el cupón que compramos, y nos decepcionó bastante. En el cupón se incluia una botella de vino q no nos dieron, la ensalada era bastante corriente y del sushi ni hablemos.. de los peores q hemos probado, ademas de que algunos tenian un relleno como jamon y queso curado que para mi gusto no tendrían que estar en un maki... y para terminar, nos limpiaron la mesa sin preguntarnos si querriamos postre o alguna cosa, para sentar corriendo a la siguienre pareja. Desde luego el trato es en lo que más fallaron. No volveremos ni por asomo"
192464598,Akira Sushi,2014-01-29,Jsanfer,Muy bueno,5,"Un sitio agradable con una localización inmejorable. Cene allí y las camareras muy amables. El sushi, de los mejores que he probado. Repetiré seguro. Gracias"
192047019,Akira Sushi,2014-01-25,Rociomorita,Cena perfecta,5,"Calidad, precio y trato personal inmejorable. Localización facil, pleno centro. Aconsejamos pobrar sushi está buenísimo. Somos una pareja aficionada a la comida japonesa y hemos disfrutado mucho. :-D"
190570324,Akira Sushi,2014-01-12,Marianodiazsan,Muy buena comida y trato exquisito,4,El viernes 10 de Enero cené allí y la comida me encantó. Nunca había probado unos platos tan deliciosos. El precio fue bastante razonable y el trato exquisito por parte del camarero que nos atendió. Si quieres comida japonesa de calidad a buen precio y en un lugar maravilloso este es tu sitio.
189393648,Akira Sushi,2014-01-02,Curtis1988,Muy recomendable,4,Fui a este sitio por recomendación de un amigo y he salido muy satisfecha. Es la primera vez que voy a un restaurante japones por lo que no puedo comparar pero quedé muy satisfecha. No es muy caro y te atienden muy rápido y bien. Volveré.
